Farmer_id,farmer_consent_form,district,number_of_coffee_farms_owned,farmer_head_of_family,number_of_household_members,farmer_member_coffee_org,name_of_coffee_org,farmer_part_of_carbon_project,carbon_project_name,farmer_has_mobile_money_wallet,land_agri_or_forest,land_documents,land_documents_other,any_land_dispute,any_land_dispute_details,protect_water_sources,protect_water_sources_details,use_organic_waste,use_organic_waste_details,harvest_wood_farm,harvest_wood_farm_regulations,harvest_wood_farm_regulations_details,interact_leaders_farming_activities,interact_leaders_farming_activities_details,workers_treatment,workers_treatment_details,pay_min_wage,pay_min_wage_details,underage_workers,underage_workers_details,workers_follow_schedule,workers_follow_schedule_details,workers_aware_of_rights,workers_aware_of_rights_details,pay_taxes,pay_taxes_details,corruption_practices_observed,corruption_practices_observed_details,gps_center_accuracy,gps_center_altitude,farm_size,coffee_trees_farmers_estimate,number_productive_trees,date_of_planting,percent_Arabica_grown,percent_Robusta_grown,crops_grown,crop_grown_other,irrigation_method,gap,male_workers,female_workers,temp_workers,permanent_workers,local_workers,immigrant_workers,2022_production_FAQ,2023_production_FAQ,2022_production_kiboko,2023_production_kiboko,2022_production_green_cherries,2023_production_green_cherries,sell_coffee_to,primary_buyer,primary_buyer_other
F-054,1.0,Kayunga,1,yes,3.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1079.9,0.659165,950.0,900.0,2018-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Intercropping']",3.0,3.0,4.0,2.0,6.0,0.0,900.0,750.0,1800.0,1800.0,,900.0,At a hulling station,Supplier,
F-055,1.0,Kayunga,2025-05-10 00:00:00,yes,4.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.1441956,1158.988,0.453421,90.0,85.0,2003-03-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Both(Rainfed+Irrigated),['Using Fertilizers'],14.0,4.0,10.0,23.0,3.0,2.0,76.0,45.0,80.0,80.0,,76.0,At a hulling station,Supplier,
F-056,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.84,1070.9,0.405267,620.0,500.0,2000-03-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],1.0,1.0,0.0,2.0,0.0,0.0,900.0,1000.0,1000.0,800.0,1200.0,1500.0,It's picked from your farm,other,
F-057,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.5,1061.1,0.628945,1050.0,1000.0,2000-06-14 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",3.0,3.0,3.0,3.0,6.0,0.0,1000.0,850.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-058,1.0,Kayunga,1,no,5.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1101.77746582031,0.269177,750.0,700.0,1990-03-11 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Pruning']",1.0,1.0,1.0,1.0,0.0,0.0,700.0,670.0,1400.0,1400.0,,700.0,It's picked from your farm,Supplier,
F-059,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.955114,1050.874,0.621334,750.0,500.0,2000-06-08 03:00:00Z,0-25%,75-100%,"['Beans', 'Bananas']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",5.0,2.0,3.0,5.0,7.0,0.0,450.0,450.0,1000.0,1000.0,500.0,500.0,It's picked from your farm,Supplier,
F-060,1.0,Kayunga,1,yes,8.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.8472695,1036.56,0.529596,1200.0,1000.0,2000-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",3.0,3.0,3.0,3.0,6.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-061,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.3,1044.6,0.320936,1050.0,1000.0,1985-08-13 03:00:00Z,0-25%,75-100%,"['Beans', 'Bananas']",,Rainfed,"['Intercropping', 'Weeding']",3.0,4.0,2.0,5.0,7.0,0.0,1000.0,850.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-062,1.0,Kayunga,1,no,7.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.9,1050.69999999999,1.232766,1280.0,1230.0,2011-05-11 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Weeding'],4.0,4.0,4.0,4.0,8.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,At a hulling station,Supplier,
F-063,1.0,Luwero,1,no,6.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.9,1144.0,3.578659,1400.0,1350.0,2016-09-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],6.0,0.0,0.0,6.0,0.0,0.0,200.0,50.0,800.0,800.0,,200.0,It's picked from your farm,Supplier,
F-064,1.0,Mukono,1,yes,7.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.0041834,1055.539,0.787022,1300.0,1000.0,2001-02-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",8.0,7.0,7.0,8.0,15.0,0.0,900.0,900.0,2000.0,2000.0,1000.0,1000.0,It's picked from your farm,Supplier,
F-065,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.8,1082.9,0.597684,500.0,400.0,2019-02-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Intercropping']",2.0,1.0,1.0,2.0,3.0,0.0,450.0,400.0,900.0,900.0,,450.0,It's picked from your farm,Supplier,
F-066,1.0,Kayunga,1,no,19.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,10.057,1113.7,2.109606,950.0,900.0,2013-05-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],3.0,0.0,0.0,3.0,0.0,0.0,600.0,450.0,800.0,800.0,,600.0,It's picked from your farm,Cooperative representative,
F-067,1.0,Kayunga,1,yes,7.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.9368342,1069.075,0.973259,1300.0,1000.0,1975-05-08 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,2.0,2.0,3.0,5.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Hulling Station representative,
F-068,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.8143051,1059.463,0.222317,1700.0,1500.0,1980-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",6.0,4.0,4.0,6.0,10.0,0.0,1500.0,1350.0,3000.0,3000.0,,1500.0,At a hulling station,Cooperative representative,
F-069,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.8712149,1074.599,1.213667,1700.0,1500.0,2000-07-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",8.0,5.0,5.0,8.0,13.0,0.0,1500.0,1350.0,3000.0,3000.0,,1500.0,It's picked from your farm,Supplier,
F-070,1.0,Luwero,1,yes,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.488,1089.47,2.483852,460.0,110.0,2000-03-19 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Pruning']",2.0,0.0,2.0,0.0,0.0,0.0,540.0,165.0,330.0,330.0,,540.0,It's picked from your farm,Supplier,
F-071,1.0,Kayunga,1,yes,9.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2953079,1082.665,0.463059,1700.0,1500.0,2000-07-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",9.0,2.0,2.0,9.0,11.0,0.0,1500.0,1350.0,3000.0,3000.0,,1500.0,It's picked from your farm,Supplier,
F-072,1.0,Kayunga,1,no,5.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.2,1113.1,0.29592,800.0,600.0,2007-09-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,1.0,1.0,0.0,0.0,600.0,300.0,1200.0,1200.0,,600.0,It's picked from your farm,Supplier,
F-073,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.6,1075.8,0.196872,1300.0,1000.0,1980-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",10.0,1.0,6.0,5.0,11.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-074,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.8132802,1069.524,2.336874,1300.0,1000.0,2000-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",5.0,4.0,4.0,5.0,9.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-075,1.0,Kayunga,1,yes,4.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.893825,1063.579,0.324344,1300.0,1000.0,1980-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",4.0,3.0,3.0,4.0,7.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Cooperative representative,
F-076,1.0,Kayunga,1,yes,3.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.8,1170.7,0.400201,1050.0,1000.0,2000-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Intercropping', 'Weeding']",3.0,3.0,4.0,2.0,6.0,0.0,1200.0,1050.0,2400.0,2400.0,,1200.0,It's picked from your farm,Supplier,
F-077,1.0,Kayunga,1,no,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,7.992,957.7,0.597024,850.0,800.0,2013-06-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,0.0,2.0,0.0,0.0,500.0,300.0,700.0,700.0,,500.0,It's picked from your farm,Cooperative representative,
F-078,,Luwero,1,Yes,5.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,Yes,,Yes,Issues with equal pay reported,Yes,,No,No child labor employed,Yes,,No,Lack of training on rights,Yes,Unaware of tax obligations,No,No corruption observed,,,3.507372,1000.0,1161.0,1992-04-17 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",1.0,5.0,5.0,3.0,3.0,0.0,,1958.0,,828.0,,1216.0,Luwero,Local Trader,
F-079,1.0,Luwero,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,11.0,1081.0,2.671739,2570.0,2520.0,2010-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],6.0,3.0,3.0,8.0,8.0,0.0,2200.0,2100.0,5400.0,5400.0,,2200.0,It's picked from your farm,Supplier,
F-080,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.5,1070.7,0.48317,1050.0,1000.0,2008-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],5.0,5.0,5.0,5.0,10.0,0.0,850.0,850.0,2000.0,2000.0,1000.0,1000.0,At a hulling station,Supplier,
F-081,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.9,1046.2,1.071906,1400.0,1300.0,2001-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Intercropping', 'Weeding', 'Pruning', 'Using Fertilizers']",5.0,5.0,5.0,5.0,10.0,0.0,1300.0,1200.0,2600.0,2600.0,,1300.0,It's picked from your farm,Supplier,
F-082,,Nakaseke,2,Yes,10.0,No,,No,,No,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,4.094099,60.0,1321.0,2016-02-04 03:00:00Z,0-25%,75-100%,,,Irrigated,"Mulching, Pruning",3.0,1.0,7.0,5.0,2.0,0.0,,1379.0,,1459.0,,1663.0,Nakaseke,Local Trader,
F-083,1.0,Kayunga,1,no,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.6,1106.4,0.302835,750.0,700.0,2008-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,1.0,0.0,2.0,0.0,0.0,650.0,400.0,800.0,800.0,,650.0,It's picked from your farm,Cooperative representative,
F-084,1.0,Kayunga,1,yes,11.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.977,1087.8,0.571358,1350.0,1300.0,1993-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'other']",Cassava,Rainfed,['Intercropping'],4.0,0.0,4.0,0.0,4.0,0.0,1950.0,975.0,3900.0,3900.0,,1950.0,It's picked from your farm,Supplier,
F-085,1.0,Luwero,1,no,5.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.384,1088.892,3.441505,3340.0,3290.0,2004-03-02 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding']",4.0,0.0,4.0,0.0,0.0,0.0,1200.0,350.0,6580.0,6580.0,,1200.0,At a hulling station,Supplier,
F-086,,Luwero,3,Yes,9.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,Unaware of tax obligations,No,No corruption observed,,,3.129051,1200.0,510.0,2001-05-23 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Intercropping, Soil Testing",1.0,5.0,8.0,0.0,6.0,0.0,,1850.0,,4754.0,,1821.0,Luwero,Local Trader,
F-087,1.0,Luwero,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,4.51,1079.8,1.256252,1050.0,1000.0,1989-05-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,3.0,0.0,5.0,5.0,0.0,200.0,250.0,200.0,200.0,,200.0,It's picked from your farm,Supplier,
F-088,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,4.8,1137.5,0.312258,1250.0,1200.0,2009-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Intercropping', 'Weeding']",6.0,5.0,6.0,5.0,11.0,0.0,1000.0,1000.0,2400.0,2400.0,1200.0,1200.0,At a hulling station,Supplier,
F-089,1.0,Kayunga,1,no,8.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.747,1113.6,0.335634,900.0,800.0,1996-06-06 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,1.0,2.0,0.0,0.0,800.0,400.0,1600.0,1600.0,,800.0,It's picked from your farm,Supplier,
F-090,1.0,Kayunga,1,yes,8.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,12.1,1103.1,0.661676,400.0,1000.0,1997-07-10 03:00:00Z,0-25%,75-100%,['Beans'],,Rainfed,['Pruning'],1.0,1.0,1.0,0.0,1.0,0.0,,1400.0,,3000.0,,1500.0,It's picked from your farm,Supplier,
F-091,1.0,Kayunga,1,yes,1.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.8,1067.6,1.452043,1100.0,1000.0,1997-05-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],2.0,0.0,2.0,0.0,2.0,0.0,1500.0,750.0,3000.0,3000.0,,1500.0,It's picked from your farm,Supplier,
F-092,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.034075,1083.406,0.423387,1300.0,1000.0,2000-07-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",6.0,2.0,2.0,6.0,8.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-093,1.0,Luwero,More than 10,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.0,1093.0,3.311191,450.0,100.0,1998-10-01 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Intercropping', 'Weeding']",1.0,1.0,1.0,1.0,1.0,1.0,350.0,315.0,7000.0,7000.0,,350.0,It's picked from your farm,Supplier,
F-094,,Luwero,5,Yes,6.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,Lack of resources for buffer zones,Yes,,No,,,Yes,,Yes,Issues with equal pay reported,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.152506,1500.0,454.0,,0-25%,75-100%,"Maize, Beans",,Rainfed,"Mulching, Pruning",5.0,1.0,5.0,3.0,5.0,0.0,,1262.0,,1315.0,,1187.0,Luwero,Local Trader,
F-095,1.0,Luwero,3,yes,2.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.26,1086.182,2.806193,950.0,900.0,2006-02-16 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,1.0,1.0,2.0,0.0,552.0,4250.0,650.0,650.0,,552.0,It's picked from your farm,Supplier,
F-096,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.866,1034.7,1.995116,1500.0,1200.0,1980-05-25 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Weeding', 'Pruning', 'Intercropping']",1.0,2.0,1.0,3.0,3.0,0.0,1200.0,1100.0,2400.0,2400.0,,1200.0,At a hulling station,Hulling Station representative,
F-097,1.0,Kayunga,1,yes,5.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.935,1101.8,0.383072,800.0,600.0,2011-08-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,1.0,1.0,1.0,0.0,0.0,600.0,200.0,1200.0,1200.0,,600.0,It's picked from your farm,Supplier,
F-098,1.0,Kayunga,1,yes,1.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,15.445,1111.5,0.212997,450.0,800.0,2011-06-01 03:00:00Z,0-25%,75-100%,"['Bananas', 'Tobacco']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",1.0,0.0,0.0,1.0,0.0,0.0,,400.0,,1600.0,,800.0,It's picked from your farm,Supplier,
F-099,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,3.1,1101.5,0.980773,800.0,700.0,2009-02-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,1.0,2.0,3.0,1.0,0.0,1000.0,800.0,1500.0,1500.0,,1000.0,It's picked from your farm,Cooperative representative,
F-100,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.5,1059.2,1.324293,1500.0,1300.0,2019-03-05 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],5.0,5.0,6.0,5.0,10.0,0.0,1200.0,1200.0,2600.0,2600.0,1300.0,1300.0,At a hulling station,Supplier,
F-101,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.8445397,1053.661,0.785356,1200.0,1000.0,2000-06-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",7.0,3.0,3.0,7.0,10.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-102,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.4,1108.1,0.333663,1250.0,1200.0,2009-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Intercropping']",3.0,2.0,1.0,4.0,5.0,0.0,1300.0,1180.0,2600.0,2600.0,,1300.0,At a hulling station,Supplier,
F-103,1.0,Kayunga,2,yes,8.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.75,1049.6,1.153685,1350.0,1300.0,1994-08-25 03:00:00Z,0-25%,75-100%,"['Bananas', 'other']",Cassava,Rainfed,['Intercropping'],6.0,0.0,6.0,0.0,6.0,0.0,1950.0,975.0,3900.0,3900.0,,1950.0,It's picked from your farm,Supplier,
F-104,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,7.9,982.0,1.00515,1250.0,1200.0,2008-08-12 03:00:00Z,0-25%,75-100%,['Beans'],,Rainfed,"['Intercropping', 'Weeding']",6.0,5.0,5.0,6.0,11.0,0.0,1200.0,110.0,2400.0,2400.0,,1200.0,At a hulling station,Supplier,
F-105,1.0,Luwero,3,Yes,3.0,No,KIMIKA,No,,Yes,100% Agricultural,Lease,,No,,No,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,No,,No,Unaware of tax obligations,No,No corruption observed,,,5.932948,900.0,712.0,2000-04-06 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Mulching, Pruning",1.0,3.0,5.0,5.0,2.0,0.0,,1186.0,,1903.0,,301.0,Luwero,Local Trader,
F-106,1.0,Kayunga,1,yes,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.8,1078.8,1.076504,1150.0,1100.0,1999-05-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Intercropping']",2.0,2.0,1.0,3.0,4.0,0.0,1200.0,1000.0,2400.0,2400.0,,1200.0,It's picked from your farm,Supplier,
F-107,1.0,Kayunga,2025-05-10 00:00:00,yes,8.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1072.93994140625,3.402597,200.0,70.0,2008-08-10 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],15.0,10.0,10.0,40.0,3.0,2.0,150.0,100.0,100.0,100.0,,150.0,It's picked from your farm,Supplier,
F-108,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,14.717,1049.01,0.267753,1500.0,1500.0,1987-02-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Pruning', 'Weeding']",0.0,0.0,0.0,0.0,2.0,0.0,1500.0,1450.0,3000.0,3000.0,,1500.0,It's picked from your farm,Hulling Station representative,
F-109,,Nakaseke,1,Yes,10.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,No,,No,No corruption observed,,,3.848576,480.0,2389.0,1979-10-20 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Mulching, Pruning",2.0,0.0,0.0,5.0,6.0,0.0,,1922.0,,4776.0,,1501.0,Nakaseke,Local Trader,
